"","median","mean","min","max","std","NaN_count","Data_completion","Potential_outlier"
"Benefits.incidence.in.1st.quintile..poorest........Cash.Transfer..rural",30.53316307,30.53316307,30.53316307,30.53316307,NA,61,0.0161290322580645,0
"Benefits.incidence.in.1st.quintile..poorest........Cash.Transfer",34.55181122,34.55181122,34.55181122,34.55181122,NA,61,0.0161290322580645,0
"Benefits.incidence.in.1st.quintile..poorest........Cash.Transfer..urban",48.09017181,48.09017181,48.09017181,48.09017181,NA,61,0.0161290322580645,0
"Benefits.incidence.in.2nd.quintile.......Cash.Transfer..preT.",19.67554283,19.67554283,19.67554283,19.67554283,NA,61,0.0161290322580645,0
"Benefits.incidence.in.2nd.quintile.......Cash.Transfer..rural",24.3898735,24.3898735,24.3898735,24.3898735,NA,61,0.0161290322580645,0
"Benefits.incidence.in.2nd.quintile.......Cash.Transfer",28.98618126,28.98618126,28.98618126,28.98618126,NA,61,0.0161290322580645,0
"Benefits.incidence.in.2nd.quintile.......Cash.Transfer..urban",27.43714333,27.43714333,27.43714333,27.43714333,NA,61,0.0161290322580645,0
"Benefits.incidence.in.3rd.quintile.......Cash.Transfer..preT.",12.59441948,12.59441948,12.59441948,12.59441948,NA,61,0.0161290322580645,0
"Benefits.incidence.in.3rd.quintile.......Cash.Transfer..rural",21.0748539,21.0748539,21.0748539,21.0748539,NA,61,0.0161290322580645,0
"Benefits.incidence.in.3rd.quintile.......Cash.Transfer",15.82826614,15.82826614,15.82826614,15.82826614,NA,61,0.0161290322580645,0
"Benefits.incidence.in.3rd.quintile.......Cash.Transfer..urban",16.77707863,16.77707863,16.77707863,16.77707863,NA,61,0.0161290322580645,0
"Benefits.incidence.in.4th.quintile.......Cash.Transfer..preT.",11.88991833,11.88991833,11.88991833,11.88991833,NA,61,0.0161290322580645,0
"Benefits.incidence.in.4th.quintile.......Cash.Transfer..rural",8.964962006,8.964962006,8.964962006,8.964962006,NA,61,0.0161290322580645,0
"Benefits.incidence.in.4th.quintile.......Cash.Transfer",14.8633852,14.8633852,14.8633852,14.8633852,NA,61,0.0161290322580645,0
"Benefits.incidence.in.4th.quintile.......Cash.Transfer..urban",6.421979904,6.421979904,6.421979904,6.421979904,NA,61,0.0161290322580645,0
"Benefits.incidence.in.5th.quintile..richest........Cash.Transfer..preT.",2.987637758,2.987637758,2.987637758,2.987637758,NA,61,0.0161290322580645,0
"Benefits.incidence.in.5th.quintile..richest........Cash.Transfer..rural",15.03714657,15.03714657,15.03714657,15.03714657,NA,61,0.0161290322580645,0
"Benefits.incidence.in.5th.quintile..richest........Cash.Transfer",5.770355225,5.770355225,5.770355225,5.770355225,NA,61,0.0161290322580645,0
"Benefits.incidence.in.5th.quintile..richest........Cash.Transfer..urban",1.273624063,1.273624063,1.273624063,1.273624063,NA,61,0.0161290322580645,0
"Beneficiary.incidence.in.extreme.poor....1.9.a.day........Cash.Transfer...preT.",59.924333575,59.924333575,52.24091721,67.60774994,10.8659916287424,60,0.032258064516129,0
"Beneficiary.incidence.in.extreme.poor....1.9.a.day........Cash.Transfer",56.326560975,56.326560975,50.85183716,61.80128479,7.74242866941997,60,0.032258064516129,0
"Beneficiary.incidence.in.1st.quintile..poorest........Cash.Transfer..preT.",43.894567485,43.894567485,40.64049911,47.14863586,4.60194762881438,60,0.032258064516129,0
"Beneficiary.incidence.in.1st.quintile..poorest........Cash.Transfer..rural",36.16683197,36.16683197,35.82602692,36.50763702,0.481971123835241,60,0.032258064516129,0
"Beneficiary.incidence.in.1st.quintile..poorest........Cash.Transfer",39.48498726,39.48498726,39.43317795,39.53679657,0.0732694288591912,60,0.032258064516129,0
"Beneficiary.incidence.in.1st.quintile..poorest........Cash.Transfer..urban",40.796413425,40.796413425,34.44825745,47.1445694,8.9776482759048,60,0.032258064516129,0
"Beneficiary.incidence.in.2nd.quintile.......Cash.Transfer..preT.",22.43579769,22.43579769,20.66795349,24.20364189,2.50010924380262,60,0.032258064516129,0
"Beneficiary.incidence.in.2nd.quintile.......Cash.Transfer..rural",24.409091,24.409091,22.65179253,26.16638947,2.48519532941149,60,0.032258064516129,0
"Beneficiary.incidence.in.2nd.quintile.......Cash.Transfer",25.327955245,25.327955245,21.26809883,29.38781166,5.74150400338041,60,0.032258064516129,0
"Beneficiary.incidence.in.2nd.quintile.......Cash.Transfer..urban",23.64817715,23.64817715,15.46147156,31.83488274,11.5777500765336,60,0.032258064516129,0
"Beneficiary.incidence.in.3rd.quintile.......Cash.Transfer..preT.",15.49268818,15.49268818,14.29710388,16.68827248,1.69081153202034,60,0.032258064516129,0
"Beneficiary.incidence.in.3rd.quintile.......Cash.Transfer..rural",17.707998275,17.707998275,16.39642715,19.0195694,1.85484167299194,60,0.032258064516129,0
"Beneficiary.incidence.in.3rd.quintile.......Cash.Transfer",15.791586875,15.791586875,14.78090477,16.80226898,1.42932034013879,60,0.032258064516129,0
"Beneficiary.incidence.in.3rd.quintile.......Cash.Transfer..urban",15.68804312,15.68804312,12.0040617,19.37202454,5.2099364876945,60,0.032258064516129,0
"Beneficiary.incidence.in.4th.quintile.......Cash.Transfer..preT.",11.90019894,11.90019894,11.14840794,12.65198994,1.06319302827003,60,0.032258064516129,0
"Beneficiary.incidence.in.4th.quintile.......Cash.Transfer..rural",11.5947608935,11.5947608935,8.390336037,14.79918575,4.53174109166776,60,0.032258064516129,0
"Beneficiary.incidence.in.4th.quintile.......Cash.Transfer",12.69976759,12.69976759,12.60991001,12.78962517,0.127077808318026,60,0.032258064516129,0
"Beneficiary.incidence.in.4th.quintile.......Cash.Transfer..urban",13.0645024775,13.0645024775,7.553498745,18.57550621,7.79373622079025,60,0.032258064516129,0
"Beneficiary.incidence.in.5th.quintile..richest........Cash.Transfer..preT.",6.2767475845,6.2767475845,3.202208281,9.351286888,4.34805518105883,60,0.032258064516129,0
"Beneficiary.incidence.in.5th.quintile..richest........Cash.Transfer..rural",10.121317388,10.121317388,9.916065216,10.32656956,0.290270405348935,60,0.032258064516129,0
"Beneficiary.incidence.in.5th.quintile..richest........Cash.Transfer",6.695703745,6.695703745,3.504863262,9.886544228,4.51252988642772,60,0.032258064516129,0
"Beneficiary.incidence.in.5th.quintile..richest........Cash.Transfer..urban",6.8028616895,6.8028616895,1.462985039,12.14273834,7.55172598053652,60,0.032258064516129,0
"Benefit.cost.ratio....Cash.Transfer..extreme.poor....1.9.a.day...preT.",0.625517428,0.625517428,0.625517428,0.625517428,NA,61,0.0161290322580645,0
"Benefit.cost.ratio....Cash.Transfer..extreme.poor....1.9.a.day.",0.625517428,0.625517428,0.625517428,0.625517428,NA,61,0.0161290322580645,0
"Benefit.cost.ratio....Cash.Transfer..1st.quintile..poorest...preT.",0.43217057,0.43217057,0.43217057,0.43217057,NA,61,0.0161290322580645,0
"Benefit.cost.ratio....Cash.Transfer..1st.quintile..poorest...rural",0.491018742,0.491018742,0.491018742,0.491018742,NA,61,0.0161290322580645,0
"Benefit.cost.ratio....Cash.Transfer..1st.quintile..poorest.",0.43217057,0.43217057,0.43217057,0.43217057,NA,61,0.0161290322580645,0
"Benefit.cost.ratio....Cash.Transfer...1st.quintile..poorest...urban",0.206862107,0.206862107,0.206862107,0.206862107,NA,61,0.0161290322580645,0
"Coverage.in.extreme.poor....1.9.a.day........Cash.Transfer...preT.",12.5024743075,12.5024743075,3.456233025,21.54871559,12.7933171102109,60,0.032258064516129,0
"Coverage.in.extreme.poor....1.9.a.day........Cash.Transfer",12.266885162,12.266885162,3.191702604,21.34206772,12.8342462545354,60,0.032258064516129,0
"Coverage.......Cash.Transfer..preT.",7.0301426675,7.0301426675,1.732761145,12.32752419,7.49162879418413,60,0.032258064516129,0
"Coverage.......Cash.Transfer..rural",7.968520997,7.968520997,2.017543554,13.91949844,8.41595300926696,60,0.032258064516129,0
"Coverage.......Cash.Transfer",7.0301426675,7.0301426675,1.732761145,12.32752419,7.49162879418413,60,0.032258064516129,0
"Coverage.......Cash.Transfer..urban",3.575149119,3.575149119,1.222144246,5.928153992,3.32765140372658,60,0.032258064516129,0
"Coverage.in.1st.quintile..poorest........Cash.Transfer..preT.",14.5705389975,14.5705389975,4.085167885,25.05591011,14.8285540338126,60,0.032258064516129,0
"Coverage.in.1st.quintile..poorest........Cash.Transfer..rural",14.311503171,14.311503171,3.683076382,24.93992996,15.0308653116933,60,0.032258064516129,0
"Coverage.in.1st.quintile..poorest........Cash.Transfer",13.8671730745,13.8671730745,3.427890539,24.30645561,14.7633749431487,60,0.032258064516129,0
"Coverage.in.1st.quintile..poorest........Cash.Transfer..urban",6.553019167,6.553019167,2.882762194,10.22327614,5.19052718861102,60,0.032258064516129,0
"Coverage.in.2nd.quintile.......Cash.Transfer..preT.",7.4173184645,7.4173184645,2.097825289,12.73681164,7.52289939374322,60,0.032258064516129,0
"Coverage.in.2nd.quintile.......Cash.Transfer..rural",9.2027502045,9.2027502045,2.639903069,15.76559734,9.28126742680552,60,0.032258064516129,0
"Coverage.in.2nd.quintile.......Cash.Transfer",7.830092669,7.830092669,2.544500828,13.11568451,7.47495566671078,60,0.032258064516129,0
"Coverage.in.2nd.quintile.......Cash.Transfer..urban",3.266776085,3.266776085,1.947072029,4.586480141,1.86634337431398,60,0.032258064516129,0
"Coverage.in.3rd.quintile.......Cash.Transfer..preT.",5.762194754,5.762194754,1.238616228,10.28577328,6.3973061019289,60,0.032258064516129,0
"Coverage.in.3rd.quintile.......Cash.Transfer..rural",6.667431951,6.667431951,1.918416262,11.41644764,6.71612239530641,60,0.032258064516129,0
"Coverage.in.3rd.quintile.......Cash.Transfer",5.818445804,5.818445804,1.280624628,10.35626698,6.41744825072303,60,0.032258064516129,0
"Coverage.in.3rd.quintile.......Cash.Transfer..urban",3.233045101,3.233045101,0.733710766,5.732379436,3.53459251346174,60,0.032258064516129,0
"Coverage.in.4th.quintile.......Cash.Transfer..preT.",4.3821115195,4.3821115195,0.965846002,7.798377037,4.83132902751604,60,0.032258064516129,0
"Coverage.in.4th.quintile.......Cash.Transfer..rural",5.571830125,5.571830125,0.84695214,10.29670811,6.68198652694506,60,0.032258064516129,0
"Coverage.in.4th.quintile.......Cash.Transfer",4.4430707695,4.4430707695,1.108489275,7.777652264,4.71581037436024,60,0.032258064516129,0
"Coverage.in.4th.quintile.......Cash.Transfer..urban",2.983038023,2.983038023,0.46083799,5.505238056,3.56692949368647,60,0.032258064516129,0
"Coverage.in.5th.quintile..richest........Cash.Transfer..preT.",3.0206031355,3.0206031355,0.277319342,5.763886929,3.87958914620601,60,0.032258064516129,0
"Coverage.in.5th.quintile..richest........Cash.Transfer..rural",4.0918733775,4.0918733775,0.999565542,7.184181213,4.37318367999669,60,0.032258064516129,0
"Coverage.in.5th.quintile..richest........Cash.Transfer",3.195089832,3.195089832,0.303500682,6.086678982,4.08932459274089,60,0.032258064516129,0
"Coverage.in.5th.quintile..richest........Cash.Transfer..urban",1.8439274545,1.8439274545,0.089382075,3.598472834,2.48130187148795,60,0.032258064516129,0
"Gini.inequality.index.reduction........Cash.Transfer..rural",0.241074786,0.241074786,0.241074786,0.241074786,NA,61,0.0161290322580645,0
"Gini.inequality.index.reduction........Cash.Transfer",0.139030442,0.139030442,0.139030442,0.139030442,NA,61,0.0161290322580645,0
"Gini.inequality.index.reduction........Cash.Transfer..urban",0.062093772,0.062093772,0.062093772,0.062093772,NA,61,0.0161290322580645,0
"Poverty.Headcount.reduction........Cash.Transfer..extreme.poor....1.9.a.day.",0.264897168,0.264897168,0.264897168,0.264897168,NA,61,0.0161290322580645,0
"Poverty.Headcount.reduction........Cash.Transfer..1st.quintile..poorest...rural",0.542777836,0.542777836,0.542777836,0.542777836,NA,61,0.0161290322580645,0
"Poverty.Headcount.reduction........Cash.Transfer..1st.quintile..poorest.",0.614797711,0.614797711,0.614797711,0.614797711,NA,61,0.0161290322580645,0
"Poverty.Headcount.reduction........Cash.Transfer...1st.quintile..poorest...urban",1.246144056,1.246144056,1.246144056,1.246144056,NA,61,0.0161290322580645,0
"Poverty.Gap.reduction........Cash.Transfer..extreme.poor....1.9.a.day.",0.855821431,0.855821431,0.855821431,0.855821431,NA,61,0.0161290322580645,0
"Poverty.Gap.reduction........Cash.Transfer..1st.quintile..poorest...rural",1.40760994,1.40760994,1.40760994,1.40760994,NA,61,0.0161290322580645,0
"Poverty.Gap.reduction........Cash.Transfer..1st.quintile..poorest.",1.419214845,1.419214845,1.419214845,1.419214845,NA,61,0.0161290322580645,0
"Poverty.Gap.reduction........Cash.Transfer...1st.quintile..poorest...urban",1.534160137,1.534160137,1.534160137,1.534160137,NA,61,0.0161290322580645,0
"Adequacy.of.benefits.in.extreme.poor....1.9.a.day........In.Kind..preT.",3.2626075145,3.2626075145,1.943480372,4.581734657,1.86552749541797,60,0.032258064516129,0
"Adequacy.of.benefits.in.extreme.poor....1.9.a.day........In.Kind",3.2100656035,3.2100656035,1.82636261,4.593768597,1.95685153970395,60,0.032258064516129,0
"Adequacy.of.benefits.......In.Kind..preT.",1.740215719,1.740215719,1.344934106,2.135497332,0.559012618061313,60,0.032258064516129,0
"Adequacy.of.benefits.......In.Kind..rural",1.8334356545,1.8334356545,1.454704046,2.212167263,0.535607377240077,60,0.032258064516129,0
"Adequacy.of.benefits.......In.Kind",1.740215719,1.740215719,1.344934106,2.135497332,0.559012618061313,60,0.032258064516129,0
"Adequacy.of.benefits.......In.Kind..urban",1.0327726305,1.0327726305,0.954008639,1.111536622,0.111389105005939,60,0.032258064516129,0
"Adequacy.of.benefits.in.1st.quintile..poorest........In.Kind..preT.",3.997236848,3.997236848,2.023867846,5.97060585,2.79076520619506,60,0.032258064516129,0
"Adequacy.of.benefits.in.1st.quintile..poorest........In.Kind..rural",3.493589759,3.493589759,2.315446615,4.671732903,1.66614601266168,60,0.032258064516129,0
"Adequacy.of.benefits.in.1st.quintile..poorest........In.Kind",3.1225674155,3.1225674155,2.040875435,4.204259396,1.52974346913331,60,0.032258064516129,0
"Adequacy.of.benefits.in.1st.quintile..poorest........In.Kind..urban",1.9618272185,1.9618272185,1.945871472,1.977782965,0.022564833098087,60,0.032258064516129,0
"Adequacy.of.benefits.in.2nd.quintile.......In.Kind..preT.",1.539855242,1.539855242,1.348926783,1.730783701,0.270013616160795,60,0.032258064516129,0
"Adequacy.of.benefits.in.2nd.quintile.......In.Kind..rural",2.49115783,2.49115783,1.181603551,3.800712109,1.85198942202552,60,0.032258064516129,0
"Adequacy.of.benefits.in.2nd.quintile.......In.Kind",2.3932344915,2.3932344915,1.66054678,3.125922203,1.03617689858741,60,0.032258064516129,0
"Adequacy.of.benefits.in.2nd.quintile.......In.Kind..urban",0.769268185,0.769268185,0.575568676,0.962967694,0.273932472652809,60,0.032258064516129,0
"Adequacy.of.benefits.in.3rd.quintile.......In.Kind..preT.",1.228023946,1.228023946,1.125732541,1.330315351,0.144661892265199,60,0.032258064516129,0
"Adequacy.of.benefits.in.3rd.quintile.......In.Kind..rural",1.4746603965,1.4746603965,0.989016652,1.960304141,0.686803969953554,60,0.032258064516129,0
"Adequacy.of.benefits.in.3rd.quintile.......In.Kind",1.200459182,1.200459182,1.181807637,1.219110727,0.0263772678982121,60,0.032258064516129,0
"Adequacy.of.benefits.in.3rd.quintile.......In.Kind..urban",0.483469844,0.483469844,0.257730067,0.709209621,0.319244254200478,60,0.032258064516129,0
"Adequacy.of.benefits.in.4th.quintile.......In.Kind..preT.",0.6486793905,0.6486793905,0.474427968,0.822930813,0.246428724962304,60,0.032258064516129,0
"Adequacy.of.benefits.in.4th.quintile.......In.Kind..rural",1.1805392505,1.1805392505,1.092358232,1.268720269,0.124706792306573,60,0.032258064516129,0
"Adequacy.of.benefits.in.4th.quintile.......In.Kind",0.7703967395,0.7703967395,0.564141512,0.976651967,0.291688940040848,60,0.032258064516129,0
"Adequacy.of.benefits.in.4th.quintile.......In.Kind..urban",0.7507173345,0.7507173345,0.164341673,1.337092996,0.829260413138795,60,0.032258064516129,0
"Adequacy.of.benefits.in.5th.quintile..richest........In.Kind..preT.",0.479557708,0.479557708,0.350437194,0.608678222,0.182603982079385,60,0.032258064516129,0
"Adequacy.of.benefits.in.5th.quintile..richest........In.Kind..rural",0.758532107,0.758532107,0.507994533,1.009069681,0.354313635034853,60,0.032258064516129,0
"Adequacy.of.benefits.in.5th.quintile..richest........In.Kind",0.647790298,0.647790298,0.36635682,0.929223776,0.39800704149343,60,0.032258064516129,0
"Adequacy.of.benefits.in.5th.quintile..richest........In.Kind..urban",0.2671117185,0.2671117185,0.265717655,0.268505782,0.00197150350850933,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.extreme.poor....1.9.a.day....In.Kind..preT.",0.038638858,0.038638858,0.020577848,0.056699868,0.0255421252921561,60,0.032258064516129,0
"Average.per.capita.transfer.held.by.extreme.poor....1.9.a.day....In.Kind",0.0362675685,0.0362675685,0.018789204,0.053745933,0.0247181401240004,60,0.032258064516129,0
"Average.per.capita.transfer...In.Kind..preT.",0.034307102,0.034307102,0.022121124,0.04649308,0.0172335753583802,60,0.032258064516129,0
"Average.per.capita.transfer...In.Kind..rural",0.0342457225,0.0342457225,0.022059457,0.046431988,0.0172339819447793,60,0.032258064516129,0
